"","symbol","C51","C84","C83","C91","C34","C89","NC1","NC5","NC9","NC11","NC23","NC24"
"332","ADGRE5",22141.99,15424.37,14979.14,17053.29,12743.2,14401.15,18799.26,23469.45,14946.66,28337.2,37448.91,20186.38
"333","ADGRF1",1.96,0.53,0.91,0,0,2.26,0,1,0,1,0,2.99
"334","ADGRF2",0,0,1.02,1.01,0,1.06,0,0,1.09,0,0,1.03
"335","ADGRF3",11,6,4,9,10,2,2,1,10.03,5,8,12
"336","ADGRF4",0,0,0,0,0,0,0,0,0,0,0,0
"337","ADGRF5",9,0,0,1,2,0,0,0,2,0,0,1
"338","ADGRG1",1433,304,2777.25,961.91,489.65,115.39,552,2058.86,776.3,993.02,346,747.94
"339","ADGRG2",4,5,0,3,0,2,0,7.01,0,0,0,3
"340","ADGRG3",8634,9825,6018,7906,5083,7766,8521,25250,4126,10470,14579,9407
"341","ADGRG4",0,0,0,0,0,0,0,0,0,0,0,0
"342","ADGRG5",340,333,402,543,369,66,445,223,329,577,119,350
"343","ADGRG6",5,0,0,11,8,11,9,3,34,16,4,12
"344","ADGRG7",0,0,0,0,2,0,2,0,0,0,0,0
"345","ADGRL1",121,64,143.68,320,81,38,319,128,363,147,201,270
"346","ADGRL2",1.65,2,0.86,0,0,0,0,0,0,0,0,0
"347","ADGRL3",0,2,0,0,0,0,0,0,0,0,0,0
"348","ADGRL4",0,0,0,0,0,0,2,0,0,0,0,0
"349","ADGRV1",0,1,1,4,2,4,6,0,4,5,3,1
"350","ADH1A",0,0,0,0,0,0,0,0,0,0,0,0
"351","ADH1B",0,0,1.98,1.38,0,1.02,0,0,1.01,0,0,0
"352","ADH1C",0,0,0,0,0,0,0,0,0,0,0,0
"353","ADH4",0,0,0,0,0,1,0,0.99,0,0,0,0
"354","ADH5",1599,1391,1220,1765,1082,549,1213,1065,2242,1637,1001,1567
"355","ADH6",0,0,0,1,0,0,0,1,6,0,1,0
"356","ADH7",0,0,0,0,0,0,0,0,0,0,0,0
"357","ADHFE1",158,87,235,187,83,106,99,80,192,139,95,257
"358","ADI1",2231.84,1417.17,1020.16,1463.5,1124.95,854.39,1826.9,1230.48,1440.58,1831.55,1411.45,1546.28
"359","ADIG",0,0,0,0,0,0,0,0,0,0,0,0
"360","ADIPOQ",3.53,1.73,1.25,0,2.99,2.73,4.04,6.74,2.45,0,1,5.93
"361","ADIPOR1",8320,5876,4036,5539,13693,10934,3894,4232,5751,7181,3548,5958
"362","ADIPOR2",2644.58,1583,1463.58,1396.87,1817.67,1485.49,1010,985.5,1545.14,1908.42,895.48,1422.7
"363","ADIRF",0,9.87,0,0,0,3.75,6.81,0,8.31,2.69,1.37,2.16
"364","ADK",434,251,176,335,435,197,392,179,778,385,543,460
"365","ADM",2210,2915,1485,1947,1603,710,1794,1922,1624,2888,3947,1386
"366","ADM2",69.84,31.69,51.39,25.38,23.84,14.76,33.83,25.16,32.72,23.05,62.44,22.2
"367","ADM5",3,4,8,16,9,7,30,12,28,12,16,14
"368","ADNP",2465.12,1286,1247,1683,1720,1533,1179.12,1007,2277.27,1705,875.05,1874
"369","ADNP2",579,227,241,386,369,265,276,203,613,422,229,401
"370","ADO",571,260,449,486,351,143,372,289,576,553,337,538
"371","ADORA1",9,1,0,0,1,1,34,16,5,3,3,7
"372","ADORA2A",833,978,470,864,435,242,912,1044,921,966,1448,882
"373","ADORA2B",102.51,70,67,36.64,57.04,32.1,32,35.14,52,88.47,46.15,30.78
"374","ADORA3",146.28,601,85,314.79,245.91,166.07,250,55,143,537.04,41,109
"375","ADPGK",3729,2517,2965,2808,2717,2483,1701,1879,3240,3892,2155,3573
"376","ADPRH",751,467,864,286,359,285,328,350,519,686,382,452
"377","ADPRHL1",22,13,6,11,3,8,10,6,18,17,12,17
"378","ADPRM",306.96,205,181.89,397.95,209.93,136.65,319,209.99,473.92,263,253,333.99
"379","ADPRS",1012,927,1071,1118,659,324,1150,1325,1065,1419,1432,1030
"380","ADRA1A",8.77,11.06,7.29,7.58,2.86,9.18,16.94,15.82,10.93,5.99,7.82,16.28
"381","ADRA1B",0,0,0,0,0,0,0,0,0,0,0,0
"382","ADRA1D",0,0,0,0,0,0,0,0,0,0,0,0
"383","ADRA2A",80,11,12,4,8,7,25,15,6,14,7,8
"384","ADRA2B",0,0,0,2,0,0,6,0,1,0,0,0
"385","ADRA2C",0,0,0,0,0,0,0,0,0,0,0,0
"386","ADRB1",5,2,10,6,1,2,3,5,9,12,12,26
"387","ADRB2",740,580,847,738,473,238,553,830,455,1247,439,527
"388","ADRB3",0,0,0,0,0,0,0,0,0,0,0,0
"389","ADRM1",796,716,665,742,401,299,983,765,821,1041,2148,936
"390","ADSL",1539.35,1225.16,1037.22,1559.91,915.76,561.04,1330.61,1086.84,1743.74,1657.83,1419.12,1418.48
"391","ADSS1",24,10,9,12,10,7,30,16,32,26,16,35
"392","ADSS2",2904,1387,1220,1653,1142,1226,727,920,1864,1843,1064,1364
"393","ADTRP",15,102,19,88,64,89,165,9,584,77,106,67
"394","AEBP1",24,28,16,143,33,29,140,17,280,59,81,175
"395","AEBP2",461,247,310,512,390,285,191,215,600,485,189,523
"396","AEN",332,330,370,480,246,188,346,245,788,362,315,426
"397","AFAP1",138,178,142,245,59,64,147,56,173,82,110,147
"398","AFAP1L1",12.91,3.32,8.01,2.36,15.26,12.28,11.29,15.13,19.87,4.94,19.14,16.53
"399","AFAP1L2",65,42,31,56,38,58,44,35,96,54,27,45
"400","AFDN",130,102,86,95,749.01,314,91,249,412,226,79,300
"401","AFF1",2065,1366,1955,1390,2522,2665.02,678,1236,2584,2870,1241,1318
"402","AFF2",179,56,38,29,40,86,10,16,31,58,6,18
"403","AFF3",82.19,19.68,10,93.82,104.83,58.3,78.68,28.55,304.6,138.32,46.38,161.7
"404","AFF4",1572,757,870,791,1712,1693,401,534,1284,1043,451,974
"405","AFG1L",48,21,36,20,24,25,31,22,61,40,28,34
"406","AFG3L2",934.93,476.23,455.18,692.8,501.24,266.64,603.77,433.29,978.17,814.51,462.38,817.76
"407","AFM",0,0,0,0,0,0,0,0,0,0,0,0
"408","AFMID",242.67,108.72,148.36,68.76,92.28,100.53,202.71,149.06,113.94,174.01,206.85,204.58
"409","AFP",0,0,0,0,0,0,0,0,0,0,0,0
"410","AFTPH",3321,1984,2021,2017,2935,2594,1379,1892,3048,3068,1690,2423
"411","AGA",525,265,337,484,332,138,359,418,539,445,271,491
"412","AGAP1",54,14,74,72,25,12,13,64,77,29,8,67
"413","AGAP11",12.04,1.4,9.68,5.23,12.68,2.41,15.44,0,7.01,2.54,4.55,7.42
"414","AGAP2",1348,1109,1038,1461,865,903,1140,1534,1679,1537,1992,1616
"415","AGAP3",668,470,374,567,296,283,920,511,568,864,888,836
"416","AGAP4",857.06,293.91,452.21,739.58,831.5,987.06,609.32,181.8,1120.87,819.72,521.93,1203.95
"417","AGAP5",255.62,97.67,198.78,211.66,521.55,334.41,128.24,69.5,483.25,204.96,124.91,228.4
"418","AGAP6",368.25,211.83,359.21,454.01,417.63,396.69,429.77,178.54,721.73,397.54,325.53,537.55
"419","AGAP9",126.62,33.94,66.37,20.33,112.57,54.04,84.85,29.05,225.32,109.43,88.36,102.09
"420","AGBL1",0,0,0,0,0,0,0,0,0,0,0,0
"421","AGBL2",22,20,20,23,25,23,19,6,73,22,30,37
"422","AGBL3",9.9,14.31,7.02,22.67,6,4.71,7,3,32.07,17.07,12,19.16
"423","AGBL4",0,0,1,0,0,0,0,0,8,0,0,0
"424","AGBL5",360.41,168.1,241.33,248.26,211.12,188.26,228.15,210.16,359.24,273.1,195.27,204.18
"425","AGER",1799,1416,1125,1280,963,1339,2122,1373,1023,1297,2372,2186
"426","AGFG1",3402,3772,2733,1450,2385,3421,951,3247,1907,2964,1705,2014
"427","AGFG2",189,265,256,495,144,87,468,341,589,297,326,394
"428","AGGF1",1085,786,686,657,810,705,427,552,1101,968,432,766
"429","AGK",454,373,342,404,407,214,180,171,904,462,206,502
"430","AGL",361,288,282,345,433,315,247,248,647,371,173,368
"431","AGMAT",60.54,134.33,33.19,135.38,90.58,33.29,116.61,62.42,213.25,97.49,84.72,106.74
"432","AGMO",1,1.01,0,0,0,0,4.67,0,0,0,1.94,2.04
"433","AGO1",2458.03,1156.36,990.06,1195,1783.02,1920.27,1177.02,881,1264.01,1518.01,951,1699.01
"434","AGO2",1865.43,868,721,1230,1780,1933,977.23,560,1088.46,1150,635,1032
"435","AGO3",936.8,466.62,526.42,540.69,978.91,1048.79,422.4,350.47,712.55,598.82,381.73,747.37
"436","AGO4",9008.72,5114.79,3507.02,3834.02,8515.83,11501.19,2168.23,3317.28,4407.27,6016.92,2661.01,5525.16
"437","AGPAT1",3293.97,1531.99,2474.99,2005.91,1520.99,1238,1932,2598.97,2079.94,2279,2121,2073
"438","AGPAT2",529,581,530,418,216,195,712,1024,319,957,2261,572
"439","AGPAT3",1626,1030,1424,818,879,637,859,911,1530,1911,1631,1188
"440","AGPAT4",293,287,474,229,271,224,369,364,272,344,292,281
"441","AGPAT5",319,174.9,195,358,346,167,186,94,708,429,178,344.02
"442","AGPS",1310,771,788,577,900,645,425,435,921,903,403,656
"443","AGR2",0,0,0,1,0,0,0,0,0,0,0,0
"444","AGR3",0,0,0,0,0,0,0,0,0,0,0,0
"445","AGRN",34,36,211,47,35,19,102,67,116,64,158,44
"446","AGRP",1,0,1,1,0,0,4,3,0,1,1,1
"447","AGT",0,0,0,0,0,0,0,0,0,0,0,0
"448","AGTPBP1",3669,3602,2147,2089,4050,4826,1235,2117,2501,3612,1516,3135
"449","AGTR1",0,0,0,0,0,0,0,0,0,0,0,0
"450","AGTR2",0,0,0,0,0,0,0,0,0,0,0,0
"451","AGTRAP",4279,6045,5014,2718,1519,1861,4802,8726,2773,5916,12536,3501
"452","AGXT",4.64,3.75,2.61,6.19,5.19,8.36,6.47,2.95,0.92,3.02,2.68,2.57
"453","AGXT2",0,0,0,0,0,0,0,0,0,0,0,0
"454","AHCTF1",4025,1891,1131,2058,4478,5340,984,1005,2420,2325,976,2246
"455","AHCY",1008,749,605.01,954,523,403,950,729,1079.52,1152,1139.13,1218
"456","AHCYL1",2750,1504,1264,1647,1687,1441,1442,1814,1906,2218,1588,1903
"457","AHCYL2",458.12,200.05,254.64,278.09,425.64,328.37,143,122.16,432.58,410.32,132.19,359.3
"458","AHDC1",43,29,75,77,35,19,68,39,92,45,58,77
"459","AHI1",20.77,31,16.01,73,58.53,30.94,80.38,25.11,42.11,36.96,22.07,29.39
"460","AHNAK",15953,3976,7852,7128,14326,11330,7151,5006,18272,11380,4089,12293
"461","AHNAK2",1.05,1.13,0,2.15,2.05,0,6.23,2.14,13.6,6.54,1.07,16.07
"462","AHR",1153.91,585.24,793.94,664.28,1365.26,1712.63,412.42,291.39,1264.02,1154.21,647.52,1425.82
"463","AHRR",15,19,4,9,21,8,6,10.98,19,9,27,9
"464","AHSA1",1619,1142,1422,1850,1031,729,1303,953,1863,1705,1152,1725
"465","AHSG",0,0,0,0,0,0,0,0,0,0,0,0
"466","AHSP",71,76,137,173,1183,285,430,261.04,500,215,73,38
"467","AICDA",7.84,21.51,9.19,16.6,8.9,17.72,9.9,8.31,14.4,8.22,13.1,18.24
"468","AIDA",1767,1259,1488,1487,1361,922,1212,964,2429,1841,1125,1548
"469","AIF1",19088,14063,9264,12127,8552,8990,19787,19456,9848,22630,24231,15060
"470","AIF1L",13,2,7,0,13,0,1,2,6,9,1,0
"471","AIFM1",730.28,535.16,477.94,507.37,411,270.54,571.18,510.09,691.18,670.31,493.59,569.1
"472","AIFM2",59.58,30.15,139.75,94.67,50,40.04,96,69.54,131.74,83,110.03,99.09
"473","AIFM3",78,50,100,60,60,40,217,140,63,104,397,168
"474","AIG1",594.25,333.36,369.55,298.12,237.44,271.7,276.41,483.31,349.63,332.61,386.02,246.79
"475","AIM2",723,2210,1526,363,428,252,154,1308,949,1074,2026,379
"476","AIMP1",1084,777.91,739,835.61,670.12,454.09,894.27,658,1406,1018.13,717,1155.27
"477","AIMP2",174.97,112.26,109.42,135.99,88.16,69.94,116.81,86.83,150.52,185.99,136.6,164.57
"478","AIP",1178,1217,1232,1529,636,411,1948,1524,1592,1761,2791,1608
"479","AIPL1",5.05,4.64,9.25,3.63,8.21,6.37,6.53,1.17,7.48,5.23,1.04,5.99
"480","AIRE",1,10,0,7,0,0,9,4,17,9,6,6
"481","AJAP1",1,21,0,26,9,2,6,0,7,14,1,7
"482","AJM1",0,0,2,0,1,1,0,1,0,0,4,3
"483","AJUBA",12,6,6,21,9,9.84,20,11,32,9,10,18
"484","AK1",105.25,192.67,222.24,546.9,157.16,139.47,515.46,525.77,473.62,263.24,427.06,462.73
"485","AK2",3625.3,2541,2292,2299,2049,1846.02,2081,1559,3350,3110,1816,2774
"486","AK3",628.25,465.8,464.61,675.19,503.52,332.79,435.67,420.09,849.95,447.85,356.21,529.44
"487","AK4",132,73,108,56,68,71,46,34,46,99,58,53
"488","AK5",43,40,20,214,64,10,311,21,284,84,106,191
"489","AK6",340.95,242.15,225.73,294.38,222.43,84.32,244.65,163.6,362.33,250.32,224,285.14
"490","AK7",6.09,3.72,3.39,3.23,5.82,5.92,12.88,13.08,12.08,2.03,7.75,4.15
"491","AK8",0,0,1,7,3,1,6,6,0,1,0,7
"492","AK9",103,108,78,104,135.01,97.02,38,70,128,109,47,111
"493","AKAIN1",0,0,0,0,0,0,0,0,0,0,0,0
"494","AKAP1",309,164,193,359,210,159,293,159,571,319,219,437
"495","AKAP10",1772,1207,1159,979,1463,1555,514,639,1329,1489,706,1191
"496","AKAP11",614.1,322,396.06,610,716.48,560,255,229,1156,549.77,226,627
"497","AKAP12",37.01,16.02,23.47,33.97,269.18,13,42,34.04,250.01,85.9,20.09,46.01
"498","AKAP13",6391,4819,5316,3490,6204,6707,2352,2826,5464,6719,3438,5301
"499","AKAP14",0,0,0,0,0,0,0,0,0,1,0,0
"500","AKAP17A",2134,1594,1341,2094,1576,1816,1740,1058,2123,2172,1615.99,2825
"501","AKAP3",2,5,9,11,8,2,7,6,19,10,11,5
"502","AKAP4",0,0,0,0,0,0,0,0,0,0,0,0
"503","AKAP5",56.98,27.08,76.54,75.63,54.29,38.41,42.23,26.86,53.67,44.23,23.69,62.02
"504","AKAP6",10.54,0,0.46,5.4,17.92,7.16,15.01,11.19,248.29,8.94,6.4,23.45
"505","AKAP7",208,169,151,237,143,81,186,172,313,283,160,212
"506","AKAP8",800,670,546,768,578,539,649,482,990,706,594,935
"507","AKAP8L",1827,1193,1096,1459,1125,1114,1792,1526,1780,1708,1961,2168
"508","AKAP9",1062,607,977,807,1312,1220,440,528,1521,1105,504,911
"509","AKIP1",247.11,157.71,170.7,175.53,100.19,82.94,164.75,137.36,192.7,164.2,184.81,204.31
"510","AKIRIN1",3378.41,2255.24,2488.04,3043.82,3464.72,2850.07,1409.19,1774.36,3413.74,3531.58,2102.35,3487.35
"511","AKIRIN2",2887,3160,2823,1826,1735,1546,1800,2808,1986,2890,2562,2543
"512","AKNA",10503.5,6865.11,7634.03,8284.09,6919.98,6680.38,6382.88,5480.59,9983.05,10268.21,8976.72,9880.29
"513","AKNAD1",0,0,0,0,0,0,0,0,0,0,0,0
"514","AKR1A1",1655,1272,1821,1465,946,697,1793,1577,1770,2441,2207,1784
"515","AKR1B1",1306,530,729,1414,451,353,1480,888,1231,995,1008,1300
"516","AKR1B10",0,0,0,0.99,0,0.71,2.01,0,2.01,0,5.01,0.9
"517","AKR1B15",75.04,69.72,93.47,65.19,85,103.97,73.18,84.2,103.39,91.04,71.85,89.75
"518","AKR1C1",43.09,39.25,128.49,31.83,28.75,4.02,32.5,54.22,45.61,19.07,53.77,36.26
"519","AKR1C2",0,0,4.35,9.38,3.37,0,7.68,1.01,6.58,0,2.54,12.08
"520","AKR1C3",286.9,133.75,415.17,309.79,96.88,57.98,159.82,299.79,198.81,160.93,127.69,161.66
"521","AKR1C4",1.01,0,0,0,0,2,0,0,0,0,0,0
"522","AKR1D1",1.51,2.8,1,0,1,0,2.75,1.02,2.01,0,1.97,1.34
"523","AKR1E2",6,6,6,17,4,0,4,3,23,14,9,16
"524","AKR7A2",491.37,373,357.5,536.91,239,110.09,808.8,505.05,468.95,595.76,751.46,533.27
"525","AKR7A3",2,1,1,3.96,2,1.02,11,1,8.05,3.02,7,2
"526","AKR7L",5.01,2,4.04,3.02,1,1.01,2.01,0,2.01,3.01,4.05,5
"527","AKT1",4288,3283,2297,4414,3600,3278,3304,1522,3183,4761,3285,4806
"528","AKT1S1",402,272,224,322,211,203,633,527,339,456,673,495
"529","AKT2",2295.8,2021.61,1735.11,2195,1598.71,1453.89,1813,1515,2729,2758.05,3064,2646.05
"530","AKT3",512.32,194.15,246.65,370.7,337.49,179.36,237.47,117.46,725.88,318.1,131.28,305.67
"531","AKTIP",1221.27,1079.05,561.86,1766.44,661.87,874.97,875.83,1190.51,1191.68,1160.13,738.02,1267.74
"532","ALAD",1179,769,778,769,786,514,439,403,1079,973,560,744
"533","ALAS1",1989,1445,1198,1123,1163,1022,752,665,1128,1527,1017,1079
"534","ALAS2",613,221,883,1906,15273,8821,4447,1293,3104,1562,976,165
"535","ALB",0,0,1,1,0,0,1,1,2,0,1,1
"536","ALCAM",797.05,777.12,260.89,481,943.05,585.56,425.71,595.45,630,842.49,482.07,599
"537","ALDH16A1",295,239,143,269,121,60,600,364.81,292,339,729,371
"538","ALDH18A1",288,229,316,387,288,105,256,173,622,266,171,387
"539","ALDH1A1",627,371,536,538,624,398,560,186,525,1238,412,1479
"540","ALDH1A2",30,21,16,6,12,27,4,3,7,6,5,9
"541","ALDH1A3",6,4,3,1,2,1,0,0,1,3,0,0
"542","ALDH1B1",103.35,62.17,86.39,147.58,60.74,21.37,94.91,91.61,181.24,143.12,86.33,97.75
"543","ALDH1L1",0,0,0,0,0,0,0,0,0,0,0,0
"544","ALDH1L2",43.69,8.04,15.57,9.09,27.44,22.78,0,7.36,6.04,4.01,0,8.05
"545","ALDH2",6083.28,3897.44,3127.83,1821.54,2169.27,2915.93,2468.96,1634.27,1760.79,4508.14,2805.26,2906.99
"546","ALDH3A1",0,0,0,0,0,0,0,0,0,1,2,0
"547","ALDH3A2",1158.09,577.43,666.26,713.64,610.39,474.34,471.06,379,950.67,1025.01,518.76,833.48
"548","ALDH3B1",2567.96,1701.6,1142.74,822.86,739.58,600.58,1712.52,2320.33,955.32,2165.17,2846.78,1296.54
"549","ALDH3B2",0,2,0,6.02,0,0,0,0,0,0,0,0
"550","ALDH4A1",163,140,168,96,65,82,131,153,105,185,162,109
"551","ALDH5A1",80.16,61.96,57.48,238.58,203.84,81.36,162.52,39.03,436.34,129.26,59.89,131.46
"552","ALDH6A1",312.61,224.5,241.72,291.06,327.27,245.63,263.15,192.71,382.42,341.45,184.84,283.6
"553","ALDH7A1",34,1,6,21.1,10,6,45.44,5,46,9,11,47.02
"554","ALDH8A1",9.16,27.02,19.4,16.03,10.58,7.01,15.25,10.05,23.01,6.13,21.83,12.03
"555","ALDH9A1",2133,1047,1151,1134,1188,864,1050,895,1622,1730,903,1563
"556","ALDOA",20884.49,17214.59,12183.25,14198.22,7974.47,10185,18934.21,26052.76,12929.72,22870.05,40268.74,19203.21
"557","ALDOB",4,0,3,0,1,4,0,1,5,1,4,3
"558","ALDOC",473,415,282,623,241,399,761,603,663,452,575,572
"559","ALG1",453.86,252.85,386.97,410.7,210.43,140.62,500.74,468.79,445.93,462.81,409.57,376.97
"560","ALG10",63.75,40.89,46.37,48.58,49.94,48.52,24.6,47.85,53.04,53.48,31.43,30.33
"561","ALG10B",194.52,169.14,178.65,256.44,201.7,173.57,155.48,114.16,413.61,201.15,130.95,228.17
"562","ALG11",505.79,289.2,424.03,410.86,617.55,332.69,281.65,204.05,741.6,478.58,242.98,407.59
"563","ALG12",363,239,245,319,187,149,283,188,393,368,464,380
"564","ALG13",465.48,534.74,465.15,623.13,585.94,466,568.11,423,968.38,663.01,572.64,754.44
"565","ALG14",125.12,105.85,94.07,102.73,88.24,92.5,111.79,154.3,107.27,121.36,127.46,112.63
"566","ALG1L",3.61,5.44,1.15,7.69,2,3.12,6.34,9.74,8.19,0,9.09,1.16
"567","ALG1L2",13.4,12.96,2.92,8.02,13.39,11.14,3.04,12.25,11.43,8.69,9.47,17.08
"568","ALG2",568,373,372,544,390,200,368,253,563,549,261,481
"569","ALG3",530,283,452,334,174,128,679,505,458,482,688,480
"570","ALG5",613,305,385,417,303,151,510,429,530,518,418,509
"571","ALG6",559,487,379,434,371,281,417,496,542,492,287,424
"572","ALG8",357,256,252,302,221,167,307,192,466.99,321,189,336
"573","ALG9",170.43,66.1,125.28,187.51,96.08,50.07,150.4,70.06,241.04,167.38,108.98,155.77
"574","ALK",0,0,1,0,0,2,0,0,0,0,0,1
"575","ALKAL1",0,0,0,0,0,0,0,0,0,0,0,0
"576","ALKAL2",3,0,5,3,1,1,1,2,4,3,0,1
"577","ALKBH1",315,217,227,243,180,93,147,127,265,292,149,233
"578","ALKBH2",93,59,75,196,57,26,253,113,259,128,162,180
"579","ALKBH3",279,138,187,330,159,74,379,310,439,366,354,284
"580","ALKBH4",192.61,165.69,138.49,148.9,134.46,118.98,255.3,198.01,201.62,206.62,209.48,191.39
"581","ALKBH5",1944,1274,1358,1798,1052,922,1638,1107,1913,1844,1394,2173
"582","ALKBH6",174,120,163,178,85,72,168,176,176,156,248,149
"583","ALKBH7",99.97,153,96,188,46,42,380,224,165,171,528.98,182
"584","ALKBH8",165,107,111,194,139,87,121,88,365,177,63,163
"585","ALLC",0,1,0,0,0,0,0,0,0,0,1,0
"586","ALMS1",223,90,106.81,146.08,221,102,119,59,344,141,85,146
"587","ALOX12",298,80,514,272,182,283,375,417,307,236,244,140
"588","ALOX12B",0,0,1,4,0,0,1,1,1,3,0,1
"589","ALOX15",66.02,680,7.73,800.99,713,102.04,522.77,32.05,689,724.78,2,107.66
"590","ALOX15B",88,23,124,13,4,94,28,42,10,25,20,63
"591","ALOX5",13766,11759,9297,7761,7997,11158,6323,14382,9183,16059,13904,10045
"592","ALOX5AP",20566,16234,10852,14267,10219,8984,5519,32554,6016,17874,17028,11397
"593","ALOXE3",0,0,1,0,1,0,2,0,1,0,8,1
"594","ALPG",0,0,0,0,0,0,0,0,0,0,0,0
"595","ALPI",0,0,0,0,0,0,0,0,0,0,0,0
"596","ALPK1",3289.88,2937,2804,2096,2591,6353,1289,2035,2491.1,4266,2427.1,2110.99
"597","ALPK2",3,5,5,4,2,15,2,4,10,10,0,6
"598","ALPK3",67,36,48,11,52,73,15,13,27,31,33,47
"599","ALPL",10965,21552,7694,10306,6905,3662,12983,36944,6334,17518,29754,9818
"600","ALPP",0.99,0,0,0,0,0,0,0,0,0,1.97,1
"601","ALS2",266.01,258,238,313,309,317,150,178.99,471.09,349,168.68,275.18
"602","ALS2CL",53.05,79.04,56.07,349.01,123.01,61.15,416,88,636.34,169,343.12,393
"603","ALX1",0,0,0,0,0,0,0,0,0,0,0,0
"604","ALX3",55,23,16,31,30,31,17,13,68,39,25,53
"605","ALX4",0,0,0,0,0,0,1,0,0,1,0,0
"606","ALYREF",627,536,545,520,294,177,765,475,597,757,978,699
"607","AMACR",321,172,139,216,206,119,179,145,210,215,131,237
"608","AMBN",0,0,0,0,0,0,0,0,0,0,0,0
"609","AMBP",0,0,0,0,0,0,0,4,0,1,1,0
"610","AMBRA1",633.64,368.34,605.12,472.92,409.12,244.34,424.72,450.06,767.83,719.12,565.92,530.2
"611","AMD1",4731,3185,2496,4081,4523,3306,2374,1626,3291,3705,1766,4270
"612","AMDHD1",82,22,49,21,15,16,27,16,18,71,39,37
"613","AMDHD2",189.59,232.53,245.23,343.12,109.55,77.15,416.39,230.43,374.6,436.34,927.9,448.64
"614","AMELX",0,0,0,0,0,0,0,0,0,0,0,0
"615","AMELY",0,0,0,0,0,0,0,0,0,0,0,0
"616","AMER1",97.41,45,76,85.06,98,73.4,81,52.38,176,115,48.06,85.98
"617","AMER2",5.14,1.32,1.28,0.29,5.54,10.47,3.04,11.15,4.26,3.23,8.43,11.03
"618","AMER3",0,0,2,0,1.45,2,0.96,1,0,0,2,5.18
"619","AMFR",2228,1078.96,1001.01,1647,1383,761,1533.51,1230.02,1835,1655.02,1941.03,1645
"620","AMH",0,0,0,0,0,0,0,0,0,0,1,0
"621","AMHR2",5,2,4,1,3,4,5,3,4,3,0,3
"622","AMIGO1",129,52,86,526,200,60,270,88,647,174,115,349
"623","AMIGO2",335.34,219,363,436,252.03,106.03,165.97,188.21,848.02,299.2,193,322.82
"624","AMIGO3",28,26,44,52,15,15,47,33,57,67,82,66
"625","AMMECR1",167,150,145,146,161,124,75,61,253,178,50,162
"626","AMMECR1L",806.31,406.48,405.31,496.79,664,509.94,338.85,322.18,653,618,327.86,542.02
"627","AMN",0,0,0,1,0,0,1,1,3,0,5,1
"628","AMN1",647.67,449.01,677.63,433.62,350.35,579.1,237.97,482.54,502.03,659.66,364.83,441.66
"629","AMOT",45,19,27,71,22,24,30,34,98,45,14,41
"630","AMOTL1",44,38,51,15,42,14,27,30,40,52.06,10,27
"631","AMOTL2",0,1,0,1,0,0,0,0,1,0,0,0
"632","AMPD1",2,0,0,0,5,0,0,0,2,0,4,1
"633","AMPD2",4666,4456,1640,9719,4565,5548,8690.01,3406,4531,6409,7596.13,9118
"634","AMPD3",2391,1651,793,1170,1225,1212,934,1162,1301,1530,917,1144
"635","AMPH",91,62,56,1,26,101,3,14,0,24,9,3
"636","AMT",232,217,278,406,182,143,404,254,383,261,367,348
"637","AMTN",0,0,0,0,0,0,0,0,0,0,0,0
"638","AMY1A",0,0,0,0,1.16,0,0,0,0.58,0,0,0
"639","AMY1B",0,0,0,0,1.16,0,0,0,0,0,0,0
"640","AMY1C",0,1.18,0,2.28,0,0,0,0,0,0,0,0
"641","AMY2A",0,0,0,0,0,0,0,0,0,0,0.97,0
"642","AMY2B",1045.52,867.8,746.63,1001.44,712.68,1085.08,855,501,1232.42,1018.64,545.87,1292.72
"643","AMZ1",0,0,0,2,1,1,1,0,9,3,7,4
"644","AMZ2",1833,1378,1131,1530,1052,1152,1060,1355,1732,1706,1237,1567
"645","ANAPC1",1561,894,914,1106,1361,1533,869,748,1814,1262,677,1614
"646","ANAPC10",176,134,117,206,127,81,100,139,252,181,136,189
"647","ANAPC11",374,495,419,475,157,118,596,451,320,468,832,422
"648","ANAPC13",1973.57,1482.64,1176.15,1846.08,1346.88,1205.95,1128.43,1221,1404.64,1550.61,1193.14,1326.29
"649","ANAPC15",1050.91,872.17,736.21,760.74,487.1,355.31,1621.11,1279.93,849.76,1208.6,1598.87,952.65
"650","ANAPC16",3584.42,2722.81,2017.59,4220.56,2438.43,1998.67,3166.41,2858.49,4377.38,3546.57,2743.02,4527.22
"651","ANAPC2",395,338,278,359,155,156,585,322,491,398,858,536
"652","ANAPC4",942,745,809,935,708,533,698,816,1312,1022,807,1016
"653","ANAPC5",3400.99,2248.86,2233,2764,2045,1650,2953,2041,3626,2993,2225,3308
"654","ANAPC7",997.01,709,765,920,620,504,750.01,635,1128,857,776,814
"655","ANG",318.09,118.32,286.64,85.76,106.85,123.44,196.15,245.29,54.31,148.53,93.2,102.58
"656","ANGEL1",526.59,177.15,242.79,304.18,266.73,216.44,298.03,243.19,644.94,398.32,210.37,404.58
"657","ANGEL2",586.04,426.06,425.14,530.35,515.41,411.25,381.55,346.13,761.02,648.94,351.59,534.05
"658","ANGPT1",220.13,72.07,13.01,85.3,90.4,324.26,15.43,11.04,43,48.18,9.01,116.06
"659","ANGPT2",7.61,0,2.24,4.88,4.02,4.96,5.05,3.02,8.05,1.02,2.38,4.04
